id,usuario,nombre,apellido,email,nocontrol,fechan,sexo,estadoc,ciudad,carrera,promedio_anterior,semestre,materias,transporte,familiares,trabajo,beca
2363,alumno352_220323862354,Alumno352,Test352,alumno352_42037@test.com,20231035,2006-02-02,M,Soltero,Orizaba,ISC,75.4,8,6,3,1,1,0
2364,alumno353_220323863357,Alumno353,Test353,alumno353_34409@test.com,20231035,2007-02-02,F,Soltero,Orizaba,IINF,88.8,3,5,0,0,0,0
2365,alumno354_220323863357,Alumno354,Test354,alumno354_18001@test.com,20231035,1998-02-04,M,Soltero,Orizaba,ISC,82.9,3,8,0,0,0,0
2366,alumno355_220323864380,Alumno355,Test355,alumno355_52569@test.com,20231035,2006-02-02,F,Soltero,Orizaba,ICD,74.9,8,7,0,3,0,1
2367,alumno356_220323865384,Alumno356,Test356,alumno356_70718@test.com,20231035,2008-02-02,F,Soltero,Orizaba,ISC,79.4,9,5,2,1,1,0
2368,alumno357_220323866572,Alumno357,Test357,alumno357_89975@test.com,20231035,2003-02-03,F,Soltero,Orizaba,ISC,74.1,7,6,3,3,0,0
2369,alumno358_220323867575,Alumno358,Test358,alumno358_12829@test.com,20231035,2006-02-02,M,Casado,Orizaba,ISC,89.9,1,5,1,2,0,0
2370,alumno359_220323868591,Alumno359,Test359,alumno359_54327@test.com,20231035,2001-02-03,M,Soltero,Orizaba,ICD,85.0,9,4,2,2,0,0
2371,alumno360_220323871601,Alumno360,Test360,alumno360_66652@test.com,20231035,2005-02-02,M,Soltero,Orizaba,ICD,90.6,3,5,3,0,0,0
2372,alumno361_220323872601,Alumno361,Test361,alumno361_65632@test.com,20231036,2007-02-02,M,Soltero,Orizaba,ICD,87.7,8,6,0,3,1,0
2373,alumno362_220323874928,Alumno362,Test362,alumno362_72045@test.com,20231036,2002-02-03,F,Soltero,Orizaba,ICD,71.7,7,7,1,1,0,0
2374,alumno363_220323875968,Alumno363,Test363,alumno363_42730@test.com,20231036,1999-02-04,M,Casado,Orizaba,ICD,90.0,5,5,0,1,0,0
2375,alumno364_220323877441,Alumno364,Test364,alumno364_50047@test.com,20231036,1998-02-04,F,Soltero,Orizaba,ISC,89.5,5,8,3,0,0,1
2376,alumno365_220323878460,Alumno365,Test365,alumno365_70901@test.com,20231036,2003-02-03,M,Soltero,Orizaba,ISC,81.6,9,6,3,1,0,0
2377,alumno366_220323879483,Alumno366,Test366,alumno366_53932@test.com,20231036,2005-02-02,M,Casado,Orizaba,IGE,75.1,4,5,3,3,1,0
2378,alumno367_220323880487,Alumno367,Test367,alumno367_13314@test.com,20231036,1998-02-04,M,Casado,Orizaba,ICD,84.1,1,6,3,0,1,0
2379,alumno368_220323881491,Alumno368,Test368,alumno368_83132@test.com,20231036,2008-02-02,M,Soltero,Orizaba,IINF,78.2,10,6,1,2,0,0
2380,alumno369_220323882525,Alumno369,Test369,alumno369_13926@test.com,20231036,2000-02-04,M,Soltero,Orizaba,ICD,93.7,8,4,0,2,0,0
2381,alumno370_220323882525,Alumno370,Test370,alumno370_50160@test.com,20231036,1999-02-04,F,Soltero,Orizaba,ISC,85.6,7,8,1,1,1,0
2382,alumno371_220323883543,Alumno371,Test371,alumno371_82459@test.com,20231037,2007-02-02,M,Soltero,Orizaba,IGE,80.5,5,5,3,1,0,1
2383,alumno372_220323884590,Alumno372,Test372,alumno372_81895@test.com,20231037,1999-02-04,M,Soltero,Orizaba,ISC,85.8,2,8,0,3,0,0
2384,alumno373_220323885594,Alumno373,Test373,alumno373_76415@test.com,20231037,2004-02-03,M,Soltero,Orizaba,ISC,84.6,1,5,1,3,0,0
2385,alumno374_220323887606,Alumno374,Test374,alumno374_56375@test.com,20231037,2001-02-03,F,Soltero,Orizaba,ICD,83.9,4,4,0,2,0,0
2386,alumno375_220323887606,Alumno375,Test375,alumno375_42581@test.com,20231037,2001-02-03,M,Soltero,Orizaba,ISC,85.2,3,7,0,1,0,0
2387,alumno376_220323888612,Alumno376,Test376,alumno376_43362@test.com,20231037,2001-02-03,F,Soltero,Orizaba,ICD,73.3,6,8,3,0,0,1
2388,alumno377_220323889619,Alumno377,Test377,alumno377_61946@test.com,20231037,1999-02-04,M,Casado,Orizaba,ISC,86.1,10,6,3,2,0,0
2389,alumno378_220323891914,Alumno378,Test378,alumno378_29902@test.com,20231037,2006-02-02,M,Soltero,Orizaba,ISC,79.8,9,4,0,1,0,0
2390,alumno379_220323892919,Alumno379,Test379,alumno379_39765@test.com,20231037,2007-02-02,F,Soltero,Orizaba,IGE,83.5,4,8,0,2,0,0
2391,alumno380_220323893923,Alumno380,Test380,alumno380_69883@test.com,20231037,2002-02-03,F,Soltero,Orizaba,ICD,72.4,8,8,3,1,0,0
2392,alumno381_220323894926,Alumno381,Test381,alumno381_45380@test.com,20231038,1999-02-04,M,Soltero,Orizaba,IINF,90.8,2,6,0,0,1,0
2393,alumno382_220323895949,Alumno382,Test382,alumno382_18202@test.com,20231038,2005-02-02,M,Soltero,Orizaba,ISC,83.0,9,8,0,2,0,0
2394,alumno383_220323895949,Alumno383,Test383,alumno383_53197@test.com,20231038,2004-02-03,M,Soltero,Orizaba,ISC,80.2,10,6,2,3,1,0
2395,alumno384_220323896952,Alumno384,Test384,alumno384_97987@test.com,20231038,2006-02-02,M,Soltero,Orizaba,ISC,70.2,6,8,3,0,0,0
2396,alumno385_220323897990,Alumno385,Test385,alumno385_79221@test.com,20231038,2000-02-04,M,Soltero,Orizaba,ICD,86.6,4,6,2,1,0,0
2397,alumno386_220323899006,Alumno386,Test386,alumno386_68687@test.com,20231038,2003-02-03,F,Soltero,Orizaba,ISC,70.3,2,4,0,1,1,0
2398,alumno387_220323900027,Alumno387,Test387,alumno387_61027@test.com,20231038,2001-02-03,M,Casado,Orizaba,ISC,76.6,8,8,0,1,0,0
2399,alumno388_220323901048,Alumno388,Test388,alumno388_98273@test.com,20231038,2007-02-02,M,Soltero,Orizaba,IINF,83.2,6,5,3,1,1,0
2400,alumno389_220323904079,Alumno389,Test389,alumno389_93790@test.com,20231038,1998-02-04,F,Soltero,Orizaba,ICD,94.1,4,6,0,1,0,0
2401,alumno390_220323906079,Alumno390,Test390,alumno390_59839@test.com,20231038,2008-02-02,M,Casado,Orizaba,IGE,82.5,1,6,2,1,0,1
2402,alumno391_220323908099,Alumno391,Test391,alumno391_59693@test.com,20231039,2007-02-02,M,Soltero,Orizaba,IGE,70.6,4,7,3,2,0,0
2403,alumno392_220323909151,Alumno392,Test392,alumno392_29961@test.com,20231039,2000-02-04,F,Soltero,Orizaba,IGE,71.7,8,7,2,3,0,0
2404,alumno393_220323910155,Alumno393,Test393,alumno393_33984@test.com,20231039,1999-02-04,M,Soltero,Orizaba,IGE,85.3,4,7,2,2,0,0
2405,alumno394_220323912162,Alumno394,Test394,alumno394_81269@test.com,20231039,2003-02-03,F,Soltero,Orizaba,IGE,80.0,4,6,3,3,0,0
2406,alumno395_220323913426,Alumno395,Test395,alumno395_20797@test.com,20231039,2008-02-02,M,Soltero,Orizaba,IINF,84.6,9,5,3,1,1,0
2407,alumno396_220323914447,Alumno396,Test396,alumno396_27155@test.com,20231039,2007-02-02,M,Casado,Orizaba,IINF,76.3,2,7,1,3,0,0
2408,alumno397_220323915451,Alumno397,Test397,alumno397_52098@test.com,20231039,2000-02-04,F,Soltero,Orizaba,IINF,73.9,6,7,0,3,0,0
2409,alumno398_220323916458,Alumno398,Test398,alumno398_15154@test.com,20231039,2005-02-02,M,Casado,Orizaba,IINF,83.8,7,8,2,1,0,0
2410,alumno399_220323917463,Alumno399,Test399,alumno399_50051@test.com,20231039,2002-02-03,M,Casado,Orizaba,IINF,81.4,7,7,3,2,1,0
2411,alumno400_220323919520,Alumno400,Test400,alumno400_77821@test.com,20231039,2001-02-03,F,Soltero,Orizaba,ICD,87.3,6,7,3,0,0,0
2412,alumno401_220323921525,Alumno401,Test401,alumno401_22895@test.com,20241040,2001-02-03,M,Soltero,Orizaba,IGE,87.3,2,7,0,0,1,0
2413,alumno402_220323922922,Alumno402,Test402,alumno402_64077@test.com,20241040,2000-02-04,F,Soltero,Orizaba,ISC,84.0,8,8,1,2,0,0
2414,alumno403_220323924972,Alumno403,Test403,alumno403_63545@test.com,20241040,1998-02-04,F,Soltero,Orizaba,IINF,76.3,5,5,1,1,0,1
2415,alumno404_220323926079,Alumno404,Test404,alumno404_15355@test.com,20241040,2006-02-02,M,Soltero,Orizaba,ISC,86.4,2,4,2,3,0,0
2416,alumno405_220323927095,Alumno405,Test405,alumno405_73850@test.com,20241040,2008-02-02,F,Soltero,Orizaba,IINF,93.5,4,7,1,1,0,0
2417,alumno406_220323928099,Alumno406,Test406,alumno406_35260@test.com,20241040,2001-02-03,M,Casado,Orizaba,IGE,72.4,1,8,0,0,1,0
2418,alumno407_220323929138,Alumno407,Test407,alumno407_66633@test.com,20241040,2002-02-03,F,Soltero,Orizaba,IGE,91.8,2,8,1,1,1,1
2419,alumno408_220323930140,Alumno408,Test408,alumno408_94208@test.com,20241040,2006-02-02,F,Soltero,Orizaba,IGE,85.7,4,8,3,3,0,0
2420,alumno409_220323932139,Alumno409,Test409,alumno409_68917@test.com,20241040,2007-02-02,M,Soltero,Orizaba,IINF,89.9,3,7,1,2,0,1
2421,alumno410_220323933139,Alumno410,Test410,alumno410_90087@test.com,20241040,2004-02-03,F,Soltero,Orizaba,IINF,87.7,7,4,3,3,1,1
2422,alumno411_220323935140,Alumno411,Test411,alumno411_20365@test.com,20241041,2006-02-02,M,Soltero,Orizaba,ISC,82.2,4,7,2,3,1,0
2423,alumno412_220323937457,Alumno412,Test412,alumno412_74690@test.com,20241041,1998-02-04,M,Soltero,Orizaba,ICD,83.1,4,8,0,2,0,0
2424,alumno413_220323939755,Alumno413,Test413,alumno413_15180@test.com,20241041,2005-02-02,M,Soltero,Orizaba,ICD,86.2,8,6,2,2,1,0
2425,alumno414_220323940933,Alumno414,Test414,alumno414_35758@test.com,20241041,1998-02-04,M,Soltero,Orizaba,IGE,73.5,2,6,1,3,1,0
2426,alumno415_220323941939,Alumno415,Test415,alumno415_91675@test.com,20241041,2000-02-04,M,Soltero,Orizaba,ICD,94.1,3,5,3,0,0,0
2427,alumno416_220323942944,Alumno416,Test416,alumno416_30427@test.com,20241041,2002-02-03,F,Soltero,Orizaba,ISC,92.0,9,7,1,3,0,1
2428,alumno417_220323942944,Alumno417,Test417,alumno417_36526@test.com,20241041,2006-02-02,F,Soltero,Orizaba,ISC,94.0,1,7,0,2,1,1
2429,alumno418_220323943966,Alumno418,Test418,alumno418_57597@test.com,20241041,2006-02-02,M,Soltero,Orizaba,ISC,73.3,6,6,0,2,0,0
2430,alumno419_220323944974,Alumno419,Test419,alumno419_37233@test.com,20241041,2002-02-03,M,Soltero,Orizaba,IGE,82.0,8,4,1,1,0,1
2431,alumno420_220323945977,Alumno420,Test420,alumno420_16201@test.com,20241041,1998-02-04,F,Casado,Orizaba,IINF,85.3,9,5,1,1,0,0
2432,alumno421_220323946981,Alumno421,Test421,alumno421_83888@test.com,20241042,1998-02-04,F,Soltero,Orizaba,ICD,74.2,8,6,0,1,1,0
2433,alumno422_220323947984,Alumno422,Test422,alumno422_56387@test.com,20241042,2007-02-02,M,Soltero,Orizaba,ICD,71.3,6,8,3,0,0,0
2434,alumno423_220323948987,Alumno423,Test423,alumno423_62530@test.com,20241042,2006-02-02,M,Soltero,Orizaba,ICD,70.4,10,8,3,1,0,0
2435,alumno424_220323949991,Alumno424,Test424,alumno424_85696@test.com,20241042,2000-02-04,F,Casado,Orizaba,ISC,82.0,1,5,1,1,0,0
2436,alumno425_220323950994,Alumno425,Test425,alumno425_58871@test.com,20241042,2008-02-02,M,Soltero,Orizaba,ISC,83.9,10,4,1,0,0,0
2437,alumno426_220323951998,Alumno426,Test426,alumno426_44081@test.com,20241042,2004-02-03,M,Soltero,Orizaba,IINF,81.2,5,5,3,3,0,1
2438,alumno427_220323953050,Alumno427,Test427,alumno427_17580@test.com,20241042,2007-02-02,M,Casado,Orizaba,ISC,84.4,6,4,0,1,1,0
2439,alumno428_220323955535,Alumno428,Test428,alumno428_81469@test.com,20241042,2008-02-02,F,Soltero,Orizaba,ISC,92.2,10,7,3,2,0,0
2440,alumno429_220323956632,Alumno429,Test429,alumno429_90223@test.com,20241042,2001-02-03,M,Soltero,Orizaba,ICD,88.1,5,7,0,2,1,0
2441,alumno430_220323957638,Alumno430,Test430,alumno430_38079@test.com,20241042,2001-02-03,M,Soltero,Orizaba,ISC,93.8,6,8,0,3,0,0
2442,alumno431_220323961777,Alumno431,Test431,alumno431_88582@test.com,20241043,1998-02-04,F,Soltero,Orizaba,IINF,76.6,6,8,0,0,0,1
2443,alumno432_220323962863,Alumno432,Test432,alumno432_88128@test.com,20241043,2001-02-03,M,Soltero,Orizaba,IINF,93.9,8,4,2,3,0,0
2444,alumno433_220323962863,Alumno433,Test433,alumno433_44599@test.com,20241043,2008-02-02,F,Soltero,Orizaba,IINF,72.2,3,7,2,0,0,0
2445,alumno434_220323963908,Alumno434,Test434,alumno434_15656@test.com,20241043,2004-02-03,F,Soltero,Orizaba,IGE,73.3,4,5,1,2,1,0
2446,alumno435_220323964913,Alumno435,Test435,alumno435_37461@test.com,20241043,2005-02-02,F,Soltero,Orizaba,IINF,93.1,8,4,1,0,0,1
2447,alumno436_220323965916,Alumno436,Test436,alumno436_52223@test.com,20241043,1998-02-04,F,Soltero,Orizaba,ICD,80.5,6,8,0,1,0,1
2448,alumno437_220323966969,Alumno437,Test437,alumno437_51120@test.com,20241043,2007-02-02,M,Soltero,Orizaba,IINF,92.3,4,4,0,1,1,0
2449,alumno438_220323967995,Alumno438,Test438,alumno438_31090@test.com,20241043,2000-02-04,F,Soltero,Orizaba,ISC,73.3,10,6,0,3,0,1
2450,alumno439_220323969030,Alumno439,Test439,alumno439_56098@test.com,20241043,2003-02-03,M,Soltero,Orizaba,ISC,76.8,7,5,0,1,0,0
2451,alumno440_220323971207,Alumno440,Test440,alumno440_70722@test.com,20241043,2003-02-03,F,Soltero,Orizaba,IINF,87.0,9,5,3,0,1,0
2452,alumno441_220323972222,Alumno441,Test441,alumno441_55885@test.com,20241044,1998-02-04,M,Soltero,Orizaba,IGE,93.0,7,7,0,3,1,1
2453,alumno442_220323973240,Alumno442,Test442,alumno442_14319@test.com,20241044,2003-02-03,F,Soltero,Orizaba,ICD,94.8,3,6,3,0,0,0
2454,alumno443_220323974262,Alumno443,Test443,alumno443_10466@test.com,20241044,2008-02-02,M,Soltero,Orizaba,IGE,77.9,1,6,2,2,0,1
2455,alumno444_220323975277,Alumno444,Test444,alumno444_44972@test.com,20241044,2003-02-03,F,Soltero,Orizaba,ISC,83.0,7,8,2,2,0,0
2456,alumno445_220323976286,Alumno445,Test445,alumno445_22156@test.com,20241044,2003-02-03,F,Soltero,Orizaba,ISC,78.2,10,7,3,2,0,0
2457,alumno446_220323978501,Alumno446,Test446,alumno446_55088@test.com,20241044,2008-02-02,M,Soltero,Orizaba,ICD,90.9,2,8,1,1,0,0
2458,alumno447_220323979504,Alumno447,Test447,alumno447_36724@test.com,20241044,2001-02-03,F,Soltero,Orizaba,IINF,91.2,10,7,2,3,0,0
2459,alumno448_220323980510,Alumno448,Test448,alumno448_47345@test.com,20241044,2001-02-03,M,Soltero,Orizaba,IINF,79.2,3,4,1,3,0,0
2460,alumno449_220323981535,Alumno449,Test449,alumno449_67919@test.com,20241044,2000-02-04,M,Soltero,Orizaba,IGE,93.5,4,8,1,1,0,0
2461,alumno450_220323982542,Alumno450,Test450,alumno450_26143@test.com,20241044,2004-02-03,M,Soltero,Orizaba,IGE,87.5,6,5,3,2,1,1
2462,alumno451_220323983571,Alumno451,Test451,alumno451_90181@test.com,20241045,2004-02-03,M,Casado,Orizaba,ICD,70.7,10,8,3,2,0,1
2463,alumno452_220323984599,Alumno452,Test452,alumno452_91899@test.com,20241045,2005-02-02,M,Soltero,Orizaba,IINF,83.9,8,5,3,0,1,0
2464,alumno453_220323985626,Alumno453,Test453,alumno453_50594@test.com,20241045,2003-02-03,M,Soltero,Orizaba,IGE,94.4,4,7,2,1,0,0
2465,alumno454_220323986631,Alumno454,Test454,alumno454_57664@test.com,20241045,1998-02-04,F,Soltero,Orizaba,ISC,90.0,8,4,2,2,0,1
2466,alumno455_220323987635,Alumno455,Test455,alumno455_86221@test.com,20241045,2000-02-04,M,Casado,Orizaba,ISC,88.0,7,6,2,3,0,0
2467,alumno456_220323988659,Alumno456,Test456,alumno456_21021@test.com,20241045,2003-02-03,M,Casado,Orizaba,IGE,77.1,7,6,0,2,1,0
2468,alumno457_220323989665,Alumno457,Test457,alumno457_36029@test.com,20241045,2001-02-03,M,Soltero,Orizaba,IINF,78.4,8,7,2,1,0,0
2469,alumno458_220323990687,Alumno458,Test458,alumno458_39031@test.com,20241045,1998-02-04,F,Soltero,Orizaba,IGE,81.9,2,4,2,3,0,0
2470,alumno459_220323991745,Alumno459,Test459,alumno459_30644@test.com,20241045,2000-02-04,M,Soltero,Orizaba,IGE,83.7,5,6,1,0,0,0
2471,alumno460_220323992748,Alumno460,Test460,alumno460_93087@test.com,20241045,2000-02-04,M,Soltero,Orizaba,ICD,79.4,1,5,3,0,0,0
2472,alumno461_220323993761,Alumno461,Test461,alumno461_37766@test.com,20241046,2005-02-02,F,Soltero,Orizaba,IGE,89.9,3,6,3,2,0,0
2473,alumno462_220323994791,Alumno462,Test462,alumno462_15912@test.com,20241046,2006-02-02,F,Soltero,Orizaba,ICD,74.0,2,5,1,0,0,0
2474,alumno463_220323995821,Alumno463,Test463,alumno463_15692@test.com,20241046,2008-02-02,F,Soltero,Orizaba,IINF,85.0,6,8,0,3,1,0
2475,alumno464_220323995821,Alumno464,Test464,alumno464_65415@test.com,20241046,1998-02-04,M,Casado,Orizaba,IGE,83.8,4,5,3,3,0,0
2476,alumno465_220323996877,Alumno465,Test465,alumno465_14474@test.com,20241046,2003-02-03,M,Soltero,Orizaba,ISC,76.2,10,6,2,2,0,0
2477,alumno466_220323997881,Alumno466,Test466,alumno466_69211@test.com,20241046,1998-02-04,F,Soltero,Orizaba,ISC,85.0,6,5,0,0,0,1
2478,alumno467_220323998884,Alumno467,Test467,alumno467_61519@test.com,20241046,2000-02-04,F,Soltero,Orizaba,IGE,93.1,8,4,2,3,0,0
2479,alumno468_220323999911,Alumno468,Test468,alumno468_12876@test.com,20241046,2004-02-03,F,Soltero,Orizaba,ISC,90.9,4,4,2,1,1,0
2480,alumno469_220324001007,Alumno469,Test469,alumno469_51533@test.com,20241046,2001-02-03,F,Casado,Orizaba,IINF,78.8,5,7,0,1,1,1
2481,alumno470_220324002098,Alumno470,Test470,alumno470_92925@test.com,20241046,1999-02-04,M,Soltero,Orizaba,IGE,83.1,1,7,3,0,1,0
2482,alumno471_220324003103,Alumno471,Test471,alumno471_87800@test.com,20241047,2003-02-03,M,Soltero,Orizaba,ICD,85.2,6,7,1,2,0,0
2483,alumno472_220324005128,Alumno472,Test472,alumno472_21974@test.com,20241047,1998-02-04,M,Soltero,Orizaba,IGE,70.3,6,4,3,0,0,0
2484,alumno473_220324006137,Alumno473,Test473,alumno473_56126@test.com,20241047,2000-02-04,M,Soltero,Orizaba,ISC,82.7,3,6,0,3,0,1
2485,alumno474_220324008147,Alumno474,Test474,alumno474_35259@test.com,20241047,2007-02-02,M,Soltero,Orizaba,ICD,93.7,6,8,2,0,0,0
2486,alumno475_220324009151,Alumno475,Test475,alumno475_68969@test.com,20241047,1998-02-04,M,Soltero,Orizaba,IINF,77.8,10,8,3,3,1,0
2487,alumno476_220324010152,Alumno476,Test476,alumno476_85264@test.com,20241047,2002-02-03,F,Soltero,Orizaba,ISC,81.0,9,5,2,0,0,0
2488,alumno477_220324011151,Alumno477,Test477,alumno477_86984@test.com,20241047,2003-02-03,F,Soltero,Orizaba,IINF,92.1,2,5,0,3,0,0
2489,alumno478_220324012153,Alumno478,Test478,alumno478_74733@test.com,20241047,1999-02-04,F,Soltero,Orizaba,IINF,77.4,6,6,1,3,0,1
2490,alumno479_220324013153,Alumno479,Test479,alumno479_83584@test.com,20241047,2001-02-03,F,Soltero,Orizaba,IGE,94.3,8,4,0,0,1,0
2491,alumno480_220324014153,Alumno480,Test480,alumno480_92562@test.com,20241047,2003-02-03,F,Soltero,Orizaba,IINF,77.4,2,4,2,0,0,0
2492,alumno481_220324014153,Alumno481,Test481,alumno481_15707@test.com,20241048,2001-02-03,M,Soltero,Orizaba,IGE,92.6,7,7,3,2,0,0
2493,alumno482_220324016154,Alumno482,Test482,alumno482_83516@test.com,20241048,1998-02-04,F,Casado,Orizaba,IGE,90.4,3,8,3,0,0,0
2494,alumno483_220324017154,Alumno483,Test483,alumno483_83528@test.com,20241048,2007-02-02,F,Casado,Orizaba,ICD,85.7,4,7,0,3,0,0
2495,alumno484_220324018155,Alumno484,Test484,alumno484_57645@test.com,20241048,2008-02-02,M,Soltero,Orizaba,IINF,87.3,5,6,3,0,0,0
2496,alumno485_220324019155,Alumno485,Test485,alumno485_87657@test.com,20241048,2001-02-03,M,Soltero,Orizaba,IINF,80.4,5,7,1,2,1,0
2497,alumno486_220324021160,Alumno486,Test486,alumno486_59179@test.com,20241048,1998-02-04,M,Soltero,Orizaba,ISC,86.1,1,6,3,3,1,0
2498,alumno487_220324022161,Alumno487,Test487,alumno487_33025@test.com,20241048,2005-02-02,M,Casado,Orizaba,IINF,87.0,7,8,3,3,0,0
2499,alumno488_220324024162,Alumno488,Test488,alumno488_21180@test.com,20241048,2001-02-03,M,Soltero,Orizaba,ICD,84.7,9,8,0,1,0,0
2500,alumno489_220324025160,Alumno489,Test489,alumno489_63482@test.com,20241048,2007-02-02,M,Soltero,Orizaba,ICD,82.7,10,8,2,1,0,0
2501,alumno490_220324026161,Alumno490,Test490,alumno490_49408@test.com,20241048,2008-02-02,F,Soltero,Orizaba,IGE,91.4,10,4,3,1,0,0
2502,alumno491_220324028162,Alumno491,Test491,alumno491_84204@test.com,20241049,2001-02-03,F,Soltero,Orizaba,ICD,82.3,4,8,3,1,0,0
2503,alumno492_220324029162,Alumno492,Test492,alumno492_42658@test.com,20241049,2005-02-02,F,Soltero,Orizaba,IINF,91.4,3,5,0,2,0,0
2504,alumno493_220324030162,Alumno493,Test493,alumno493_24070@test.com,20241049,2006-02-02,M,Soltero,Orizaba,IGE,94.6,1,8,1,0,0,0
2505,alumno494_220324031328,Alumno494,Test494,alumno494_47223@test.com,20241049,2005-02-02,M,Soltero,Orizaba,IGE,94.9,9,7,0,3,0,0
2506,alumno495_220324032331,Alumno495,Test495,alumno495_38688@test.com,20241049,1999-02-04,F,Soltero,Orizaba,ICD,88.3,2,8,0,2,0,1
2507,alumno496_220324033335,Alumno496,Test496,alumno496_22022@test.com,20241049,2005-02-02,M,Soltero,Orizaba,ICD,74.1,3,7,3,3,1,1
2508,alumno497_220324034336,Alumno497,Test497,alumno497_59218@test.com,20241049,2002-02-03,M,Soltero,Orizaba,IINF,91.1,2,7,1,0,1,0
2509,alumno498_220324036492,Alumno498,Test498,alumno498_87732@test.com,20241049,2003-02-03,F,Soltero,Orizaba,ISC,78.8,3,5,2,2,0,1
2510,alumno499_220324037503,Alumno499,Test499,alumno499_53752@test.com,20241049,1999-02-04,M,Soltero,Orizaba,ISC,78.5,10,6,0,1,0,0
2511,alumno500_220324038529,Alumno500,Test500,alumno500_24303@test.com,20241049,2007-02-02,F,Soltero,Orizaba,ICD,88.7,8,5,3,1,1,0
